economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,111659810,0.686128176,2,56,3,5,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,4,2,2,1,2,2,1,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,1,0,2,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,137794532,0.804392102,2,29,2,3,1,,1,1,0,,,1,2,,2,2,1,2,,2,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,189730537,0.579468139,2,29,2,5,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,1,,,,,,,,,,,2,,,2,1,1,2,1,,2,2,,1,1,2,1,1,5,1,1,1,2,2,1,1,2,2,1,1,1,2,1,,,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,1,2,2,4,4,1,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,114965118,1.228933748,1,15,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,1,1,2,2,1,,2,1,1,2,2,1,,0,1,4,3,4,2,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,167808314,1.609211497,1,60,3,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,3,2,1,,1,1,4,2,4,4,4,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,129010902,0.51477381,1,18,2,4,2,,1,1,0,2,1,1,2,,1,1,1,2,,2,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,2,,1,0,4,3,4,3,2,3,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,140229460,0.229155591,2,40,2,3,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,3,1,1,1,2,1,1,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,1,,1,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,112143861,0.268520773,1,19,2,3,1,,1,1,0,2,2,2,,,2,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,1,,1,1,4,4,4,4,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183584050,3.59034182,2,30,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,0,2,4,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,135419411,3.466896947,1,16,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,1,,0,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159094466,0.686128176,2,66,2,5,1,,1,1,0,2,1,1,2,,2,2,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,1,1,2,,6,2,2,1,1,,,2,,,,1,1,2,2,,,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,3,2,2,,0,1,4,1,1,4,1,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,139504786,0.414030342,1,49,2,5,1,,1,1,1,1,2,1,1,2,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,1,2,1,,1,1,1,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,2,1,1,,,2,3,2,3,1,1,,1,0,4,4,4,1,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,144463174,1.206588153,2,30,2,4,1,,1,1,0,,,1,2,,1,2,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,1,2,1,,3,1,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,1,1,4,4,4,4,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,200979057,0.504206727,1,29,2,2,2,,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,2,,,,2,1,,2,1,1,1,,4,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,1,2,2,1,,1,1,4,3,4,4,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152581534,0.68214391,1,23,2,3,1,,1,1,1,1,2,1,1,2,1,1,1,2,,2,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,1,,2,2,2,1,,4,2,1,2,,,,1,1,,,2,,,,,,1,2,1,1,,,2,1,2,2,2,1,,2,,,,,,2,1,2,3,2,1,,1,1,1,2,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,127864323,0.691194765,2,16,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,3,1,,1,0,4,4,4,2,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,203868896,0.636625221,2,25,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,2,3,1,,0,0,2,3,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,158545001,0.168433106,2,26,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,1,3,3,2,,,,1,2,1,1,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,1,4,4,4,2,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,129464828,0.521813388,2,32,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,127874255,1.440390534,1,27,2,5,2,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,3,1,,2,2,,2,1,2,1,,4,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,2,1,2,1,,0,1,2,2,4,4,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,192322406,3.59034182,2,73,3,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,3,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138972935,3.59034182,2,31,1,4,2,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,,,,,,,1,2,2,1,2,,,2,1,1,2,1,,2,2,2,2,2,2,1,,2,2,2,1,2,1,1,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,1,1,,,1,2,2,2,2,2,2,2,2,2,3,2,,0,1,4,1,4,3,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,198937392,0.168433106,1,32,3,4,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,,,,,1,2,,1,1,1,2,2,,2,2,,2,1,2,1,,2,1,1,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138247850,0.181491067,1,36,2,3,1,,1,1,0,1,1,1,2,,2,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,203702338,0.317543594,1,31,3,2,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,1,2,2,1,1,1,,1,1,1,3,1,,2,2,2,2,2,2,1,,3,1,1,1,2,2,1,2,,,,1,2,1,1,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,1,4,4,4,1,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188961662,1.073061625,2,46,3,5,1,,1,1,1,1,2,1,1,1,2,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,2,2,1,2,1,,1,2,1,2,1,,1,1,2,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,1,4,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159732168,0.669674656,2,71,3,4,2,,1,1,0,1,1,1,2,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2,1,,1,1,,2,1,1,1,,2,2,2,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,2,2,2,,1,1,4,1,1,4,1,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,128034033,0.388625434,1,25,2,3,1,,1,1,0,2,2,2,,,2,1,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,1,1,1,2,,,1,1,2,2,1,,1,1,1,1,1,1,,1,0,2,1,1,2,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,160294031,3.59034182,1,28,1,1,2,,1,1,0,,,1,1,2,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,2,2,,,,1,1,,,1,2,2,,,2,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,1,2,2,1,,0,1,4,1,4,4,3,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,177119968,1.578266878,2,31,3,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,2,2,,,,1,2,2,2,2,2,1,,2,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202505844,0.8584493,2,50,2,5,1,,1,1,0,,,1,2,,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,3,1,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,1,2,1,2,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,3,3,1,2,,0,0,4,2,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,196475101,0.168433106,1,38,3,3,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,1,1,1,1,1,1,,0,1,1,3,3,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,115402365,0.616322756,1,35,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119914350,0.624993129,1,25,2,5,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,1,2,2,2,2,,2,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,2,2,2,3,1,,1,0,3,4,4,4,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,136513345,3.59034182,2,59,1,3,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,1,1,4,3,4,4,1,5,2,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125120324,0.464067147,2,47,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,1,2,2,2,1,,2,,,,,,3,3,3,3,,1,,1,1,1,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,169035542,0.544133135,2,18,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,2,,1,0,4,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,168339322,0.386080357,1,17,2,1,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,1,,,,,,,1,1,2,1,2,,,1,1,1,2,1,,2,2,1,2,1,2,1,,3,2,1,1,1,,,1,2,1,2,1,2,2,,,1,1,2,2,1,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,1,1,1,1,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,196075717,1.535128662,2,22,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,1,2,2,1,,1,1,2,2,1,,1,1,2,2,3,1,,1,1,4,2,2,2,3,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,204387027,1.031905865,1,47,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,1,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,157020250,2.316558732,1,50,1,1,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,2,2,2,2,2,,,2,1,2,,,,2,2,1,2,1,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,1,1,4,4,4,4,2,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125696462,0.518473872,1,36,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,1,2,4,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,197842717,3.59034182,2,56,2,5,1,,1,1,0,2,2,1,1,1,2,2,1,1,1,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,0,1,4,4,4,4,2,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202245907,2.331752606,1,26,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,1,,,,,,,,,,,2,,,2,1,2,,,,2,2,2,2,1,2,1,,2,2,2,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,3,1,,0,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188639486,0.268520773,1,23,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,2,2,2,,0,0,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,148356988,0.168433106,2,33,3,5,1,,1,1,0,1,2,1,2,,1,1,1,1,1,1,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,6,3,3,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,1,4,4,4,2,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,147524013,0.394354681,1,23,2,2,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,,,,,,,2,1,2,1,1,1,,2,2,2,,,,1,2,2,2,2,2,2,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,2,2,1,,1,0,2,1,4,4,2,3,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,164628291,0.563485947,2,42,2,5,1,,1,1,1,2,1,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,2,2,2,1,2,,,2,2,1,2,1,,1,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,3,2,,1,0,4,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,171175148,1.544321429,1,24,2,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,1,2,1,,3,2,1,2,,,,1,2,2,2,1,2,2,,,2,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,3,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,149342734,0.212078827,1,25,2,2,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,,,,,,,1,2,2,1,2,,,1,1,1,2,1,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,0,0,4,3,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,206003792,1.327711726,2,22,2,2,1,,1,1,0,1,1,1,1,1,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,,1,1,2,,,,1,1,,2,1,2,1,,2,2,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,3,1,,1,1,4,4,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131744368,1.059752115,2,39,3,5,1,,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,2,2,1,2,2,2,2,,1,2,2,1,1,,,2,,,,1,1,1,2,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,147720225,0.584709418,2,23,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,170408561,0.803329603,2,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,1,1,2,,,1,2,2,2,2,1,1,1,2,2,2,1,,2,,,,,,1,2,2,2,1,1,,1,1,1,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,200409646,1.036792147,2,18,2,5,1,,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,2,2,,,1,1,1,1,1,,1,1,1,2,2,2,1,,3,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,1,2,4,4,4,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,130034546,0.529239323,1,29,3,5,2,,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,2,,,,,,,1,,,,,,,,,,,,,,,,2,1,2,1,1,2,,1,2,1,1,2,,1,1,1,1,2,2,2,1,3,2,2,2,,,,2,,,,1,2,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,1,1,4,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,195969401,0.669493879,2,49,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,2,,1,1,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125287973,0.504813345,2,40,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,4,4,4,5,1,1,0,0
